order_details_id,order_id,order_date,order_time,item_id,batch_id,source_file,created_at
6727,2964,2/19/23,1:27:47 PM,130.0,6,data/order_details.csv,2026-07-19 18:23:36.909632+00:00
6728,2965,2/19/23,1:35:13 PM,111.0,6,data/order_details.csv,2026-07-19 18:23:36.909632+00:00
6729,2966,2/19/23,1:37:11 PM,125.0,6,data/order_details.csv,2026-07-19 18:23:36.909632+00:00
6730,2967,2/19/23,1:44:40 PM,115.0,6,data/order_details.csv,2026-07-19 18:23:36.909632+00:00
6731,2967,2/19/23,1:44:40 PM,128.0,6,data/order_details.csv,2026-07-19 18:23:36.909632+00:00
6732,2967,2/19/23,1:44:40 PM,129.0,6,data/order_details.csv,2026-07-19 18:23:36.909632+00:00
6733,2967,2/19/23,1:44:40 PM,105.0,6,data/order_details.csv,2026-07-19 18:23:36.909632+00:00
6734,2967,2/19/23,1:44:40 PM,123.0,6,data/order_details.csv,2026-07-19 18:23:36.909632+00:00
6735,2968,2/19/23,2:06:37 PM,107.0,6,data/order_details.csv,2026-07-19 18:23:36.909632+00:00
6736,2968,2/19/23,2:06:37 PM,116.0,6,data/order_details.csv,2026-07-19 18:23:36.909632+00:00
6737,2969,2/19/23,2:10:09 PM,101.0,6,data/order_details.csv,2026-07-19 18:23:36.909632+00:00
6738,2970,2/19/23,2:19:12 PM,104.0,6,data/order_details.csv,2026-07-19 18:23:36.909632+00:00
