order_details_id,order_id,order_date,order_time,item_id,batch_id,source_file,created_at
2653,1172,1/20/23,4:53:23 PM,114.0,3,data/order_details.csv,2026-07-19 18:23:36.255553+00:00
2654,1173,1/20/23,4:57:05 PM,125.0,3,data/order_details.csv,2026-07-19 18:23:36.255553+00:00
2655,1173,1/20/23,4:57:05 PM,132.0,3,data/order_details.csv,2026-07-19 18:23:36.255553+00:00
2656,1174,1/20/23,5:02:58 PM,121.0,3,data/order_details.csv,2026-07-19 18:23:36.255553+00:00
2657,1174,1/20/23,5:02:58 PM,123.0,3,data/order_details.csv,2026-07-19 18:23:36.255553+00:00
2658,1175,1/20/23,5:05:14 PM,110.0,3,data/order_details.csv,2026-07-19 18:23:36.255553+00:00
2659,1175,1/20/23,5:05:14 PM,118.0,3,data/order_details.csv,2026-07-19 18:23:36.255553+00:00
2660,1175,1/20/23,5:05:14 PM,120.0,3,data/order_details.csv,2026-07-19 18:23:36.255553+00:00
2661,1175,1/20/23,5:05:14 PM,121.0,3,data/order_details.csv,2026-07-19 18:23:36.255553+00:00
2662,1176,1/20/23,5:05:19 PM,108.0,3,data/order_details.csv,2026-07-19 18:23:36.255553+00:00
2663,1176,1/20/23,5:05:19 PM,118.0,3,data/order_details.csv,2026-07-19 18:23:36.255553+00:00
2664,1176,1/20/23,5:05:19 PM,120.0,3,data/order_details.csv,2026-07-19 18:23:36.255553+00:00
2665,1176,1/20/23,5:05:19 PM,122.0,3,data/order_details.csv,2026-07-19 18:23:36.255553+00:00
