order_details_id,order_id,order_date,order_time,item_id,batch_id,source_file,created_at
3811,1689,1/29/23,1:51:07 PM,131.0,3,data/order_details.csv,2026-07-19 18:23:36.459688+00:00
3812,1690,1/29/23,1:55:35 PM,125.0,3,data/order_details.csv,2026-07-19 18:23:36.459688+00:00
3813,1691,1/29/23,2:13:32 PM,110.0,3,data/order_details.csv,2026-07-19 18:23:36.459688+00:00
3814,1692,1/29/23,2:24:36 PM,127.0,3,data/order_details.csv,2026-07-19 18:23:36.459688+00:00
3815,1693,1/29/23,2:28:24 PM,127.0,3,data/order_details.csv,2026-07-19 18:23:36.459688+00:00
3816,1694,1/29/23,2:39:52 PM,102.0,3,data/order_details.csv,2026-07-19 18:23:36.459688+00:00
3817,1695,1/29/23,3:11:01 PM,120.0,3,data/order_details.csv,2026-07-19 18:23:36.459688+00:00
3818,1695,1/29/23,3:11:01 PM,106.0,3,data/order_details.csv,2026-07-19 18:23:36.459688+00:00
3819,1696,1/29/23,3:26:55 PM,101.0,3,data/order_details.csv,2026-07-19 18:23:36.459688+00:00
3820,1696,1/29/23,3:26:55 PM,129.0,3,data/order_details.csv,2026-07-19 18:23:36.459688+00:00
3821,1697,1/29/23,4:01:52 PM,108.0,3,data/order_details.csv,2026-07-19 18:23:36.459688+00:00
3822,1697,1/29/23,4:01:52 PM,119.0,3,data/order_details.csv,2026-07-19 18:23:36.459688+00:00
