order_details_id,order_id,order_date,order_time,item_id,batch_id,source_file,created_at
5731,2540,2/12/23,11:48:50 AM,109.0,5,data/order_details.csv,2026-07-19 18:23:36.755105+00:00
5732,2540,2/12/23,11:48:50 AM,121.0,5,data/order_details.csv,2026-07-19 18:23:36.755105+00:00
5733,2541,2/12/23,11:54:44 AM,129.0,5,data/order_details.csv,2026-07-19 18:23:36.755105+00:00
5734,2541,2/12/23,11:54:44 AM,119.0,5,data/order_details.csv,2026-07-19 18:23:36.755105+00:00
5735,2542,2/12/23,11:57:08 AM,122.0,5,data/order_details.csv,2026-07-19 18:23:36.755105+00:00
5736,2543,2/12/23,12:00:00 PM,103.0,5,data/order_details.csv,2026-07-19 18:23:36.755105+00:00
5737,2544,2/12/23,12:03:27 PM,101.0,5,data/order_details.csv,2026-07-19 18:23:36.755105+00:00
5738,2544,2/12/23,12:03:27 PM,117.0,5,data/order_details.csv,2026-07-19 18:23:36.755105+00:00
5739,2544,2/12/23,12:03:27 PM,113.0,5,data/order_details.csv,2026-07-19 18:23:36.755105+00:00
5740,2545,2/12/23,12:12:17 PM,131.0,5,data/order_details.csv,2026-07-19 18:23:36.755105+00:00
5741,2546,2/12/23,12:41:02 PM,107.0,5,data/order_details.csv,2026-07-19 18:23:36.755105+00:00
5742,2547,2/12/23,12:45:49 PM,101.0,5,data/order_details.csv,2026-07-19 18:23:36.755105+00:00
