order_details_id,order_id,order_date,order_time,item_id,batch_id,source_file,created_at
6235,2759,2/15/23,6:04:36 PM,106.0,6,data/order_details.csv,2026-07-19 18:23:36.833691+00:00
6236,2760,2/15/23,6:50:04 PM,132.0,6,data/order_details.csv,2026-07-19 18:23:36.833691+00:00
6237,2761,2/15/23,6:50:06 PM,124.0,6,data/order_details.csv,2026-07-19 18:23:36.833691+00:00
6238,2761,2/15/23,6:50:06 PM,105.0,6,data/order_details.csv,2026-07-19 18:23:36.833691+00:00
6239,2761,2/15/23,6:50:06 PM,131.0,6,data/order_details.csv,2026-07-19 18:23:36.833691+00:00
6240,2761,2/15/23,6:50:06 PM,106.0,6,data/order_details.csv,2026-07-19 18:23:36.833691+00:00
6241,2762,2/15/23,6:54:43 PM,131.0,6,data/order_details.csv,2026-07-19 18:23:36.833691+00:00
6242,2763,2/15/23,6:58:26 PM,108.0,6,data/order_details.csv,2026-07-19 18:23:36.833691+00:00
6243,2763,2/15/23,6:58:26 PM,120.0,6,data/order_details.csv,2026-07-19 18:23:36.833691+00:00
6244,2764,2/15/23,7:16:07 PM,107.0,6,data/order_details.csv,2026-07-19 18:23:36.833691+00:00
6245,2765,2/15/23,7:28:59 PM,124.0,6,data/order_details.csv,2026-07-19 18:23:36.833691+00:00
6246,2765,2/15/23,7:28:59 PM,122.0,6,data/order_details.csv,2026-07-19 18:23:36.833691+00:00
