order_details_id,order_id,order_date,order_time,item_id,batch_id,source_file,created_at
11659,5124,3/27/23,8:53:44 PM,126.0,10,data/order_details.csv,2026-07-19 18:23:37.827980+00:00
11660,5124,3/27/23,8:53:44 PM,122.0,10,data/order_details.csv,2026-07-19 18:23:37.827980+00:00
11661,5124,3/27/23,8:53:44 PM,123.0,10,data/order_details.csv,2026-07-19 18:23:37.827980+00:00
11662,5125,3/27/23,9:08:30 PM,111.0,10,data/order_details.csv,2026-07-19 18:23:37.827980+00:00
11663,5126,3/27/23,9:21:49 PM,104.0,10,data/order_details.csv,2026-07-19 18:23:37.827980+00:00
11664,5126,3/27/23,9:21:49 PM,131.0,10,data/order_details.csv,2026-07-19 18:23:37.827980+00:00
11665,5127,3/27/23,9:43:10 PM,101.0,10,data/order_details.csv,2026-07-19 18:23:37.827980+00:00
11666,5127,3/27/23,9:43:10 PM,104.0,10,data/order_details.csv,2026-07-19 18:23:37.827980+00:00
11667,5128,3/27/23,9:58:19 PM,122.0,10,data/order_details.csv,2026-07-19 18:23:37.827980+00:00
11668,5129,3/27/23,10:16:53 PM,128.0,10,data/order_details.csv,2026-07-19 18:23:37.827980+00:00
11669,5129,3/27/23,10:16:53 PM,112.0,10,data/order_details.csv,2026-07-19 18:23:37.827980+00:00
11670,5129,3/27/23,10:16:53 PM,,10,data/order_details.csv,2026-07-19 18:23:37.827980+00:00
