order_details_id,order_id,order_date,order_time,item_id,batch_id,source_file,created_at
1548,692,1/12/23,12:53:37 PM,127.0,2,data/order_details.csv,2026-07-19 18:23:36.050003+00:00
1549,693,1/12/23,1:04:24 PM,101.0,2,data/order_details.csv,2026-07-19 18:23:36.050003+00:00
1550,693,1/12/23,1:04:24 PM,107.0,2,data/order_details.csv,2026-07-19 18:23:36.050003+00:00
1551,693,1/12/23,1:04:24 PM,126.0,2,data/order_details.csv,2026-07-19 18:23:36.050003+00:00
1552,693,1/12/23,1:04:24 PM,110.0,2,data/order_details.csv,2026-07-19 18:23:36.050003+00:00
1553,694,1/12/23,1:30:47 PM,127.0,2,data/order_details.csv,2026-07-19 18:23:36.050003+00:00
1554,694,1/12/23,1:30:47 PM,112.0,2,data/order_details.csv,2026-07-19 18:23:36.050003+00:00
1555,694,1/12/23,1:30:47 PM,113.0,2,data/order_details.csv,2026-07-19 18:23:36.050003+00:00
1556,695,1/12/23,1:33:06 PM,105.0,2,data/order_details.csv,2026-07-19 18:23:36.050003+00:00
1557,696,1/12/23,1:49:40 PM,119.0,2,data/order_details.csv,2026-07-19 18:23:36.050003+00:00
1558,696,1/12/23,1:49:40 PM,122.0,2,data/order_details.csv,2026-07-19 18:23:36.050003+00:00
1559,697,1/12/23,1:58:56 PM,108.0,2,data/order_details.csv,2026-07-19 18:23:36.050003+00:00
1560,697,1/12/23,1:58:56 PM,130.0,2,data/order_details.csv,2026-07-19 18:23:36.050003+00:00
