order_details_id,order_id,order_date,order_time,item_id,batch_id,source_file,created_at
2237,996,1/17/23,5:11:07 PM,110.0,2,data/order_details.csv,2026-07-19 18:23:36.194503+00:00
2238,996,1/17/23,5:11:07 PM,110.0,2,data/order_details.csv,2026-07-19 18:23:36.194503+00:00
2239,996,1/17/23,5:11:07 PM,111.0,2,data/order_details.csv,2026-07-19 18:23:36.194503+00:00
2240,996,1/17/23,5:11:07 PM,130.0,2,data/order_details.csv,2026-07-19 18:23:36.194503+00:00
2241,997,1/17/23,5:16:26 PM,129.0,2,data/order_details.csv,2026-07-19 18:23:36.194503+00:00
2242,998,1/17/23,5:19:16 PM,110.0,2,data/order_details.csv,2026-07-19 18:23:36.194503+00:00
2243,999,1/17/23,5:21:24 PM,105.0,2,data/order_details.csv,2026-07-19 18:23:36.194503+00:00
2244,1000,1/17/23,5:24:24 PM,115.0,2,data/order_details.csv,2026-07-19 18:23:36.194503+00:00
2245,1000,1/17/23,5:24:24 PM,128.0,2,data/order_details.csv,2026-07-19 18:23:36.194503+00:00
2246,1001,1/17/23,5:28:05 PM,107.0,2,data/order_details.csv,2026-07-19 18:23:36.194503+00:00
2247,1001,1/17/23,5:28:05 PM,113.0,2,data/order_details.csv,2026-07-19 18:23:36.194503+00:00
2248,1001,1/17/23,5:28:05 PM,122.0,2,data/order_details.csv,2026-07-19 18:23:36.194503+00:00
2249,1002,1/17/23,5:29:41 PM,101.0,2,data/order_details.csv,2026-07-19 18:23:36.194503+00:00
