order_details_id,order_id,order_date,order_time,item_id,batch_id,source_file,created_at
4663,2068,2/4/23,12:49:48 PM,115.0,4,data/order_details.csv,2026-07-19 18:23:36.597435+00:00
4664,2069,2/4/23,12:58:32 PM,113.0,4,data/order_details.csv,2026-07-19 18:23:36.597435+00:00
4665,2069,2/4/23,12:58:32 PM,131.0,4,data/order_details.csv,2026-07-19 18:23:36.597435+00:00
4666,2070,2/4/23,1:00:47 PM,120.0,4,data/order_details.csv,2026-07-19 18:23:36.597435+00:00
4667,2070,2/4/23,1:00:47 PM,132.0,4,data/order_details.csv,2026-07-19 18:23:36.597435+00:00
4668,2071,2/4/23,1:06:29 PM,108.0,4,data/order_details.csv,2026-07-19 18:23:36.597435+00:00
4669,2072,2/4/23,1:08:24 PM,117.0,4,data/order_details.csv,2026-07-19 18:23:36.597435+00:00
4670,2073,2/4/23,1:35:51 PM,101.0,4,data/order_details.csv,2026-07-19 18:23:36.597435+00:00
4671,2073,2/4/23,1:35:51 PM,126.0,4,data/order_details.csv,2026-07-19 18:23:36.597435+00:00
4672,2073,2/4/23,1:35:51 PM,109.0,4,data/order_details.csv,2026-07-19 18:23:36.597435+00:00
4673,2073,2/4/23,1:35:51 PM,109.0,4,data/order_details.csv,2026-07-19 18:23:36.597435+00:00
4674,2073,2/4/23,1:35:51 PM,110.0,4,data/order_details.csv,2026-07-19 18:23:36.597435+00:00
