order_details_id,order_id,order_date,order_time,item_id,batch_id,source_file,created_at
11275,4951,3/25/23,12:41:13 PM,102.0,10,data/order_details.csv,2026-07-19 18:23:37.761221+00:00
11276,4951,3/25/23,12:41:13 PM,108.0,10,data/order_details.csv,2026-07-19 18:23:37.761221+00:00
11277,4951,3/25/23,12:41:13 PM,125.0,10,data/order_details.csv,2026-07-19 18:23:37.761221+00:00
11278,4951,3/25/23,12:41:13 PM,121.0,10,data/order_details.csv,2026-07-19 18:23:37.761221+00:00
11279,4952,3/25/23,12:43:12 PM,102.0,10,data/order_details.csv,2026-07-19 18:23:37.761221+00:00
11280,4953,3/25/23,1:00:56 PM,122.0,10,data/order_details.csv,2026-07-19 18:23:37.761221+00:00
11281,4954,3/25/23,1:02:58 PM,128.0,10,data/order_details.csv,2026-07-19 18:23:37.761221+00:00
11282,4954,3/25/23,1:02:58 PM,119.0,10,data/order_details.csv,2026-07-19 18:23:37.761221+00:00
11283,4955,3/25/23,1:10:57 PM,108.0,10,data/order_details.csv,2026-07-19 18:23:37.761221+00:00
11284,4955,3/25/23,1:10:57 PM,112.0,10,data/order_details.csv,2026-07-19 18:23:37.761221+00:00
11285,4955,3/25/23,1:10:57 PM,121.0,10,data/order_details.csv,2026-07-19 18:23:37.761221+00:00
11286,4955,3/25/23,1:10:57 PM,130.0,10,data/order_details.csv,2026-07-19 18:23:37.761221+00:00
