order_details_id,order_id,order_date,order_time,item_id,batch_id,source_file,created_at
12163,5341,3/31/23,4:24:16 PM,123.0,10,data/order_details.csv,2026-07-19 18:23:37.908004+00:00
12164,5342,3/31/23,5:17:38 PM,129.0,10,data/order_details.csv,2026-07-19 18:23:37.908004+00:00
12165,5343,3/31/23,5:19:08 PM,122.0,10,data/order_details.csv,2026-07-19 18:23:37.908004+00:00
12166,5344,3/31/23,5:22:40 PM,115.0,10,data/order_details.csv,2026-07-19 18:23:37.908004+00:00
12167,5344,3/31/23,5:22:40 PM,119.0,10,data/order_details.csv,2026-07-19 18:23:37.908004+00:00
12168,5344,3/31/23,5:22:40 PM,105.0,10,data/order_details.csv,2026-07-19 18:23:37.908004+00:00
12169,5344,3/31/23,5:22:40 PM,132.0,10,data/order_details.csv,2026-07-19 18:23:37.908004+00:00
12170,5345,3/31/23,5:30:29 PM,103.0,10,data/order_details.csv,2026-07-19 18:23:37.908004+00:00
12171,5345,3/31/23,5:30:29 PM,130.0,10,data/order_details.csv,2026-07-19 18:23:37.908004+00:00
12172,5346,3/31/23,5:30:58 PM,102.0,10,data/order_details.csv,2026-07-19 18:23:37.908004+00:00
12173,5346,3/31/23,5:30:58 PM,106.0,10,data/order_details.csv,2026-07-19 18:23:37.908004+00:00
12174,5347,3/31/23,5:33:17 PM,125.0,10,data/order_details.csv,2026-07-19 18:23:37.908004+00:00
