order_details_id,order_id,order_date,order_time,item_id,batch_id,source_file,created_at
352,144,1/3/23,1:44:28 PM,106.0,1,data/order_details.csv,2026-07-19 18:23:35.860127+00:00
353,144,1/3/23,1:44:28 PM,132.0,1,data/order_details.csv,2026-07-19 18:23:35.860127+00:00
354,145,1/3/23,1:53:48 PM,114.0,1,data/order_details.csv,2026-07-19 18:23:35.860127+00:00
355,146,1/3/23,2:22:10 PM,102.0,1,data/order_details.csv,2026-07-19 18:23:35.860127+00:00
356,146,1/3/23,2:22:10 PM,125.0,1,data/order_details.csv,2026-07-19 18:23:35.860127+00:00
357,146,1/3/23,2:22:10 PM,109.0,1,data/order_details.csv,2026-07-19 18:23:35.860127+00:00
358,147,1/3/23,2:32:51 PM,,1,data/order_details.csv,2026-07-19 18:23:35.860127+00:00
359,148,1/3/23,2:40:42 PM,128.0,1,data/order_details.csv,2026-07-19 18:23:35.860127+00:00
360,149,1/3/23,2:48:45 PM,131.0,1,data/order_details.csv,2026-07-19 18:23:35.860127+00:00
361,150,1/3/23,2:49:58 PM,113.0,1,data/order_details.csv,2026-07-19 18:23:35.860127+00:00
362,151,1/3/23,3:09:34 PM,105.0,1,data/order_details.csv,2026-07-19 18:23:35.860127+00:00
363,151,1/3/23,3:09:34 PM,123.0,1,data/order_details.csv,2026-07-19 18:23:35.860127+00:00
364,152,1/3/23,3:09:42 PM,109.0,1,data/order_details.csv,2026-07-19 18:23:35.860127+00:00
