order_details_id,order_id,order_date,order_time,item_id,batch_id,source_file,created_at
729,318,1/6/23,12:45:14 PM,129.0,1,data/order_details.csv,2026-07-19 18:23:35.933572+00:00
730,318,1/6/23,12:45:14 PM,121.0,1,data/order_details.csv,2026-07-19 18:23:35.933572+00:00
731,318,1/6/23,12:45:14 PM,122.0,1,data/order_details.csv,2026-07-19 18:23:35.933572+00:00
732,319,1/6/23,12:46:22 PM,117.0,1,data/order_details.csv,2026-07-19 18:23:35.933572+00:00
733,320,1/6/23,12:46:40 PM,102.0,1,data/order_details.csv,2026-07-19 18:23:35.933572+00:00
734,320,1/6/23,12:46:40 PM,104.0,1,data/order_details.csv,2026-07-19 18:23:35.933572+00:00
735,321,1/6/23,12:56:21 PM,117.0,1,data/order_details.csv,2026-07-19 18:23:35.933572+00:00
736,322,1/6/23,1:02:13 PM,102.0,1,data/order_details.csv,2026-07-19 18:23:35.933572+00:00
737,322,1/6/23,1:02:13 PM,104.0,1,data/order_details.csv,2026-07-19 18:23:35.933572+00:00
738,322,1/6/23,1:02:13 PM,108.0,1,data/order_details.csv,2026-07-19 18:23:35.933572+00:00
739,322,1/6/23,1:02:13 PM,106.0,1,data/order_details.csv,2026-07-19 18:23:35.933572+00:00
740,323,1/6/23,1:05:33 PM,108.0,1,data/order_details.csv,2026-07-19 18:23:35.933572+00:00
741,324,1/6/23,1:06:44 PM,124.0,1,data/order_details.csv,2026-07-19 18:23:35.933572+00:00
