order_details_id,order_id,order_date,order_time,item_id,batch_id,source_file,created_at
963,421,1/7/23,7:21:58 PM,104.0,1,data/order_details.csv,2026-07-19 18:23:35.963236+00:00
964,422,1/7/23,7:30:25 PM,125.0,1,data/order_details.csv,2026-07-19 18:23:35.963236+00:00
965,422,1/7/23,7:30:25 PM,117.0,1,data/order_details.csv,2026-07-19 18:23:35.963236+00:00
966,422,1/7/23,7:30:25 PM,131.0,1,data/order_details.csv,2026-07-19 18:23:35.963236+00:00
967,423,1/7/23,7:45:07 PM,117.0,1,data/order_details.csv,2026-07-19 18:23:35.963236+00:00
968,423,1/7/23,7:45:07 PM,120.0,1,data/order_details.csv,2026-07-19 18:23:35.963236+00:00
969,424,1/7/23,8:01:28 PM,113.0,1,data/order_details.csv,2026-07-19 18:23:35.963236+00:00
970,425,1/7/23,8:21:19 PM,121.0,1,data/order_details.csv,2026-07-19 18:23:35.963236+00:00
971,426,1/7/23,8:25:45 PM,108.0,1,data/order_details.csv,2026-07-19 18:23:35.963236+00:00
972,426,1/7/23,8:25:45 PM,120.0,1,data/order_details.csv,2026-07-19 18:23:35.963236+00:00
973,426,1/7/23,8:25:45 PM,121.0,1,data/order_details.csv,2026-07-19 18:23:35.963236+00:00
974,427,1/7/23,9:49:00 PM,131.0,1,data/order_details.csv,2026-07-19 18:23:35.963236+00:00
975,428,1/7/23,10:05:00 PM,116.0,1,data/order_details.csv,2026-07-19 18:23:35.963236+00:00
