order_details_id,order_id,order_date,order_time,item_id,batch_id,source_file,created_at
1028,443,1/8/23,12:34:20 PM,120.0,1,data/order_details.csv,2026-07-19 18:23:35.974069+00:00
1029,443,1/8/23,12:34:20 PM,105.0,1,data/order_details.csv,2026-07-19 18:23:35.974069+00:00
1030,443,1/8/23,12:34:20 PM,122.0,1,data/order_details.csv,2026-07-19 18:23:35.974069+00:00
1031,443,1/8/23,12:34:20 PM,122.0,1,data/order_details.csv,2026-07-19 18:23:35.974069+00:00
1032,443,1/8/23,12:34:20 PM,123.0,1,data/order_details.csv,2026-07-19 18:23:35.974069+00:00
1033,443,1/8/23,12:34:20 PM,106.0,1,data/order_details.csv,2026-07-19 18:23:35.974069+00:00
1034,444,1/8/23,12:40:05 PM,125.0,1,data/order_details.csv,2026-07-19 18:23:35.974069+00:00
1035,445,1/8/23,12:57:39 PM,109.0,1,data/order_details.csv,2026-07-19 18:23:35.974069+00:00
1036,446,1/8/23,12:58:01 PM,107.0,1,data/order_details.csv,2026-07-19 18:23:35.974069+00:00
1037,446,1/8/23,12:58:01 PM,127.0,1,data/order_details.csv,2026-07-19 18:23:35.974069+00:00
1038,446,1/8/23,12:58:01 PM,120.0,1,data/order_details.csv,2026-07-19 18:23:35.974069+00:00
1039,447,1/8/23,1:02:00 PM,124.0,1,data/order_details.csv,2026-07-19 18:23:35.974069+00:00
1040,448,1/8/23,1:03:34 PM,109.0,1,data/order_details.csv,2026-07-19 18:23:35.974069+00:00
