order_details_id,order_id,order_date,order_time,item_id,batch_id,source_file,created_at
820,358,1/6/23,6:30:12 PM,117.0,1,data/order_details.csv,2026-07-19 18:23:35.945765+00:00
821,359,1/6/23,6:33:08 PM,126.0,1,data/order_details.csv,2026-07-19 18:23:35.945765+00:00
822,359,1/6/23,6:33:08 PM,106.0,1,data/order_details.csv,2026-07-19 18:23:35.945765+00:00
823,360,1/6/23,6:50:38 PM,101.0,1,data/order_details.csv,2026-07-19 18:23:35.945765+00:00
824,360,1/6/23,6:50:38 PM,126.0,1,data/order_details.csv,2026-07-19 18:23:35.945765+00:00
825,360,1/6/23,6:50:38 PM,109.0,1,data/order_details.csv,2026-07-19 18:23:35.945765+00:00
826,361,1/6/23,7:12:38 PM,107.0,1,data/order_details.csv,2026-07-19 18:23:35.945765+00:00
827,361,1/6/23,7:12:38 PM,110.0,1,data/order_details.csv,2026-07-19 18:23:35.945765+00:00
828,362,1/6/23,7:13:36 PM,101.0,1,data/order_details.csv,2026-07-19 18:23:35.945765+00:00
829,362,1/6/23,7:13:36 PM,129.0,1,data/order_details.csv,2026-07-19 18:23:35.945765+00:00
830,363,1/6/23,7:20:31 PM,128.0,1,data/order_details.csv,2026-07-19 18:23:35.945765+00:00
831,363,1/6/23,7:20:31 PM,129.0,1,data/order_details.csv,2026-07-19 18:23:35.945765+00:00
832,364,1/6/23,7:27:24 PM,117.0,1,data/order_details.csv,2026-07-19 18:23:35.945765+00:00
