order_details_id,order_id,order_date,order_time,item_id,batch_id,source_file,created_at
1964,872,1/15/23,2:48:37 PM,119.0,2,data/order_details.csv,2026-07-19 18:23:36.150284+00:00
1965,873,1/15/23,3:06:15 PM,113.0,2,data/order_details.csv,2026-07-19 18:23:36.150284+00:00
1966,874,1/15/23,3:20:36 PM,112.0,2,data/order_details.csv,2026-07-19 18:23:36.150284+00:00
1967,874,1/15/23,3:20:36 PM,105.0,2,data/order_details.csv,2026-07-19 18:23:36.150284+00:00
1968,875,1/15/23,3:23:21 PM,102.0,2,data/order_details.csv,2026-07-19 18:23:36.150284+00:00
1969,876,1/15/23,3:27:03 PM,109.0,2,data/order_details.csv,2026-07-19 18:23:36.150284+00:00
1970,876,1/15/23,3:27:03 PM,105.0,2,data/order_details.csv,2026-07-19 18:23:36.150284+00:00
1971,876,1/15/23,3:27:03 PM,122.0,2,data/order_details.csv,2026-07-19 18:23:36.150284+00:00
1972,877,1/15/23,3:32:59 PM,125.0,2,data/order_details.csv,2026-07-19 18:23:36.150284+00:00
1973,878,1/15/23,4:05:58 PM,102.0,2,data/order_details.csv,2026-07-19 18:23:36.150284+00:00
1974,879,1/15/23,4:12:57 PM,105.0,2,data/order_details.csv,2026-07-19 18:23:36.150284+00:00
1975,879,1/15/23,4:12:57 PM,123.0,2,data/order_details.csv,2026-07-19 18:23:36.150284+00:00
1976,879,1/15/23,4:12:57 PM,132.0,2,data/order_details.csv,2026-07-19 18:23:36.150284+00:00
