order_details_id,order_id,order_date,order_time,item_id,batch_id,source_file,created_at
11611,5105,3/27/23,5:56:55 PM,113.0,10,data/order_details.csv,2026-07-19 18:23:37.816694+00:00
11612,5105,3/27/23,5:56:55 PM,131.0,10,data/order_details.csv,2026-07-19 18:23:37.816694+00:00
11613,5106,3/27/23,6:04:24 PM,131.0,10,data/order_details.csv,2026-07-19 18:23:37.816694+00:00
11614,5107,3/27/23,6:15:26 PM,112.0,10,data/order_details.csv,2026-07-19 18:23:37.816694+00:00
11615,5107,3/27/23,6:15:26 PM,113.0,10,data/order_details.csv,2026-07-19 18:23:37.816694+00:00
11616,5107,3/27/23,6:15:26 PM,120.0,10,data/order_details.csv,2026-07-19 18:23:37.816694+00:00
11617,5107,3/27/23,6:15:26 PM,130.0,10,data/order_details.csv,2026-07-19 18:23:37.816694+00:00
11618,5108,3/27/23,6:16:47 PM,124.0,10,data/order_details.csv,2026-07-19 18:23:37.816694+00:00
11619,5108,3/27/23,6:16:47 PM,110.0,10,data/order_details.csv,2026-07-19 18:23:37.816694+00:00
11620,5108,3/27/23,6:16:47 PM,132.0,10,data/order_details.csv,2026-07-19 18:23:37.816694+00:00
11621,5109,3/27/23,6:19:24 PM,126.0,10,data/order_details.csv,2026-07-19 18:23:37.816694+00:00
11622,5109,3/27/23,6:19:24 PM,117.0,10,data/order_details.csv,2026-07-19 18:23:37.816694+00:00
