order_details_id,order_id,order_date,order_time,item_id,batch_id,source_file,created_at
9355,4097,3/10/23,5:57:38 PM,129.0,8,data/order_details.csv,2026-07-19 18:23:37.331724+00:00
9356,4097,3/10/23,5:57:38 PM,112.0,8,data/order_details.csv,2026-07-19 18:23:37.331724+00:00
9357,4098,3/10/23,6:20:47 PM,109.0,8,data/order_details.csv,2026-07-19 18:23:37.331724+00:00
9358,4098,3/10/23,6:20:47 PM,122.0,8,data/order_details.csv,2026-07-19 18:23:37.331724+00:00
9359,4099,3/10/23,6:21:25 PM,115.0,8,data/order_details.csv,2026-07-19 18:23:37.331724+00:00
9360,4099,3/10/23,6:21:25 PM,126.0,8,data/order_details.csv,2026-07-19 18:23:37.331724+00:00
9361,4100,3/10/23,6:30:06 PM,109.0,8,data/order_details.csv,2026-07-19 18:23:37.331724+00:00
9362,4101,3/10/23,6:42:29 PM,110.0,8,data/order_details.csv,2026-07-19 18:23:37.331724+00:00
9363,4102,3/10/23,6:45:32 PM,107.0,8,data/order_details.csv,2026-07-19 18:23:37.331724+00:00
9364,4102,3/10/23,6:45:32 PM,104.0,8,data/order_details.csv,2026-07-19 18:23:37.331724+00:00
9365,4103,3/10/23,7:10:04 PM,107.0,8,data/order_details.csv,2026-07-19 18:23:37.331724+00:00
9366,4103,3/10/23,7:10:04 PM,113.0,8,data/order_details.csv,2026-07-19 18:23:37.331724+00:00
