order_details_id,order_id,order_date,order_time,item_id,batch_id,source_file,created_at
10411,4556,3/18/23,1:09:57 PM,127.0,9,data/order_details.csv,2026-07-19 18:23:37.501337+00:00
10412,4556,3/18/23,1:09:57 PM,105.0,9,data/order_details.csv,2026-07-19 18:23:37.501337+00:00
10413,4557,3/18/23,1:24:33 PM,108.0,9,data/order_details.csv,2026-07-19 18:23:37.501337+00:00
10414,4558,3/18/23,1:25:12 PM,,9,data/order_details.csv,2026-07-19 18:23:37.501337+00:00
10415,4559,3/18/23,1:26:03 PM,102.0,9,data/order_details.csv,2026-07-19 18:23:37.501337+00:00
10416,4560,3/18/23,1:33:58 PM,108.0,9,data/order_details.csv,2026-07-19 18:23:37.501337+00:00
10417,4560,3/18/23,1:33:58 PM,129.0,9,data/order_details.csv,2026-07-19 18:23:37.501337+00:00
10418,4560,3/18/23,1:33:58 PM,122.0,9,data/order_details.csv,2026-07-19 18:23:37.501337+00:00
10419,4561,3/18/23,1:37:16 PM,101.0,9,data/order_details.csv,2026-07-19 18:23:37.501337+00:00
10420,4562,3/18/23,1:45:29 PM,111.0,9,data/order_details.csv,2026-07-19 18:23:37.501337+00:00
10421,4562,3/18/23,1:45:29 PM,119.0,9,data/order_details.csv,2026-07-19 18:23:37.501337+00:00
10422,4563,3/18/23,2:03:10 PM,109.0,9,data/order_details.csv,2026-07-19 18:23:37.501337+00:00
